neighbourhood_group,neighbourhood,latitude,longitude,room_type,reviews_per_month,calculated_host_listings_count,availability_365,square_feet,bedrooms,price_log,reviews_log,nights_log,amenities_count
Manhattan,Upper East Side,40.77964,-73.95865,Entire home/apt,0.0,65,315,2138.0,4,5.236441962829949,0.0,3.4339872044851463,3
Brooklyn,Williamsburg,40.71165,-73.96716,Private room,0.3,1,13,333.0,1,4.30406509320417,2.995732273553991,2.3978952727983707,1
Brooklyn,Williamsburg,40.71542,-73.95652,Entire home/apt,3.2,2,224,2324.0,4,5.351858133476067,5.375278407684165,0.6931471805599453,4
Manhattan,Harlem,40.81145,-73.95067,Entire home/apt,0.4,2,0,906.0,2,4.189654742026425,2.302585092994046,1.3862943611198906,1
Brooklyn,Greenpoint,40.72168,-73.94336,Entire home/apt,0.11,1,41,371.0,0,5.017279836814924,1.0986122886681098,2.3978952727983707,5
Manhattan,Midtown,40.75174,-73.97343,Entire home/apt,0.0,3,4,600.0,1,5.91350300563827,0.0,1.6094379124341003,6
Brooklyn,Crown Heights,40.67145,-73.93355,Private room,0.7,1,88,117.0,1,3.6635616461296463,0.6931471805599453,0.6931471805599453,1
Manhattan,Midtown,40.76352,-73.9831,Entire home/apt,2.65,1,263,621.0,1,5.298317366548036,4.2626798770413155,1.0986122886681098,4
Brooklyn,Bedford-Stuyvesant,40.68814,-73.93089,Private room,0.31,3,301,226.0,1,4.02535169073515,2.70805020110221,2.3978952727983707,1
Queens,Ridgewood,40.70103,-73.90613,Private room,0.0,10,365,274.0,1,3.871201010907891,0.0,3.4339872044851463,1
Brooklyn,Kensington,40.63647,-73.97463,Entire home/apt,0.03,1,0,863.0,1,4.61512051684126,0.6931471805599453,1.0986122886681098,2
Manhattan,Midtown,40.75729,-73.96807,Shared room,1.97,1,52,228.0,1,4.330733340286331,2.9444389791664403,0.6931471805599453,3
Brooklyn,Crown Heights,40.67072,-73.957,Private room,0.04,1,0,191.0,1,4.110873864173311,0.6931471805599453,1.0986122886681098,1
Brooklyn,Williamsburg,40.70445,-73.94359,Private room,0.07,1,0,80.0,1,4.02535169073515,0.6931471805599453,1.9459101490553132,1
Brooklyn,Brooklyn Heights,40.69043,-73.99365,Entire home/apt,0.0,1,72,621.0,1,6.2166061010848646,0.0,2.1972245773362196,6
Manhattan,Hell's Kitchen,40.7653,-73.98737,Private room,2.71,1,286,164.0,1,4.663439094112067,3.7612001156935624,1.3862943611198906,2
Manhattan,West Village,40.73532,-74.0031,Entire home/apt,0.03,1,0,884.0,1,5.14166355650266,0.6931471805599453,1.3862943611198906,4
Manhattan,Midtown,40.74986,-73.98709,Entire home/apt,0.0,96,311,609.0,0,5.198497031265826,0.0,3.4339872044851463,3
Manhattan,Nolita,40.72249,-73.99507,Entire home/apt,0.0,1,0,745.0,1,5.5254529391317835,0.0,1.3862943611198906,3
Brooklyn,Carroll Gardens,40.68188,-73.99438,Entire home/apt,2.31,2,3,1302.0,2,4.912654885736052,3.912023005428146,1.6094379124341003,3
Queens,Ditmars Steinway,40.77123,-73.90932,Private room,2.67,5,32,258.0,1,4.61512051684126,4.68213122712422,0.6931471805599453,3
Manhattan,Hell's Kitchen,40.75548,-73.99706,Private room,0.02,1,0,187.0,1,4.875197323201151,0.6931471805599453,0.6931471805599453,2
Manhattan,Harlem,40.80882,-73.94654,Entire home/apt,0.0,1,0,927.0,1,5.860786223465865,0.0,1.791759469228055,6
Brooklyn,Fort Greene,40.69491,-73.98244,Private room,0.94,1,172,333.0,1,4.836281906951478,0.6931471805599453,1.791759469228055,2
Manhattan,Upper West Side,40.80057,-73.96679,Private room,0.0,1,0,102.0,1,4.564348191467836,0.0,1.6094379124341003,2
Manhattan,Washington Heights,40.83265,-73.94012,Entire home/apt,4.25,6,154,1142.0,2,4.795790545596741,4.060443010546419,0.6931471805599453,3
Queens,Astoria,40.75818,-73.91398,Entire home/apt,0.05,3,220,1363.0,4,6.398594934535208,0.6931471805599453,3.4339872044851463,7
Queens,Queens Village,40.71024,-73.72928,Entire home/apt,5.08,1,123,632.0,1,4.61512051684126,3.7612001156935624,1.0986122886681098,2
Queens,Sunnyside,40.74573,-73.92261,Private room,0.3,1,128,205.0,1,3.912023005428146,2.772588722239781,1.9459101490553132,1
Manhattan,Tribeca,40.71934,-74.00998,Entire home/apt,1.02,1,105,491.0,0,5.993961427306569,3.713572066704308,1.9459101490553132,8
Brooklyn,Flatbush,40.63512,-73.95815,Entire home/apt,0.86,1,320,1062.0,1,5.017279836814924,3.6375861597263857,1.3862943611198906,4
Manhattan,Midtown,40.7575,-73.9643,Entire home/apt,3.0,1,43,413.0,0,5.225746673713202,1.3862943611198906,1.0986122886681098,4
Staten Island,Clifton,40.62578,-74.07356,Entire home/apt,0.02,1,0,397.0,0,4.330733340286331,0.6931471805599453,0.6931471805599453,2
Manhattan,Harlem,40.82862,-73.94938,Private room,0.0,1,19,333.0,1,4.007333185232471,0.0,1.3862943611198906,1
Queens,East Elmhurst,40.75541,-73.89239,Private room,2.63,2,305,284.0,1,4.454347296253507,5.393627546352362,0.6931471805599453,3
Manhattan,Harlem,40.80242,-73.94562,Shared room,0.0,1,7,103.0,1,4.110873864173311,0.0,0.6931471805599453,1
Queens,Jamaica,40.67894,-73.78885,Private room,0.07,4,177,300.0,1,4.948759890378168,0.6931471805599453,0.6931471805599453,3
Manhattan,Morningside Heights,40.81453,-73.96141,Entire home/apt,0.19,1,0,816.0,1,4.836281906951478,1.3862943611198906,1.3862943611198906,2
Brooklyn,Park Slope,40.67559,-73.98362,Entire home/apt,0.03,1,0,817.0,1,4.836281906951478,0.6931471805599453,1.3862943611198906,2
Manhattan,Hell's Kitchen,40.76144,-73.99243,Entire home/apt,0.85,1,44,1022.0,2,5.420534999272286,3.4965075614664802,1.0986122886681098,5
Manhattan,Chelsea,40.74244,-73.99781,Entire home/apt,1.24,1,1,1076.0,2,5.303304908059076,3.7376696182833684,1.3862943611198906,5
Manhattan,Harlem,40.80389,-73.95443,Entire home/apt,0.0,1,0,892.0,1,4.736198448394496,0.0,1.791759469228055,2
Manhattan,Murray Hill,40.74702,-73.97563,Private room,0.31,1,0,266.0,1,4.61512051684126,2.4849066497880004,0.6931471805599453,1
Manhattan,Nolita,40.72123,-73.99513,Private room,0.02,1,0,337.0,1,4.51085950651685,0.6931471805599453,0.6931471805599453,1
Manhattan,Upper East Side,40.76574,-73.95875,Private room,0.04,1,0,160.0,1,4.955827057601261,1.0986122886681098,0.6931471805599453,1
Brooklyn,Bushwick,40.69975,-73.93865,Private room,0.0,1,0,147.0,1,4.110873864173311,0.0,1.791759469228055,1
Brooklyn,Bushwick,40.69752,-73.93497,Entire home/apt,0.79,1,128,649.0,1,5.5053315359323625,1.791759469228055,1.0986122886681098,5
Brooklyn,Williamsburg,40.70828,-73.94572,Private room,0.02,1,0,333.0,1,4.709530201312334,0.6931471805599453,0.6931471805599453,1
Queens,Ditmars Steinway,40.77888,-73.90827,Private room,1.41,1,12,145.0,1,4.564348191467836,1.9459101490553132,1.0986122886681098,1
Brooklyn,Flatbush,40.6491,-73.96322,Entire home/apt,2.0,1,108,875.0,1,4.709530201312334,1.0986122886681098,1.3862943611198906,1
Manhattan,Midtown,40.76395,-73.97622,Private room,2.43,14,365,215.0,1,6.111467339502679,1.3862943611198906,0.6931471805599453,6
Manhattan,Two Bridges,40.71107,-73.99605,Entire home/apt,1.46,1,0,1425.0,2,4.700480365792417,3.332204510175204,1.3862943611198906,3
Queens,Long Island City,40.75955,-73.93293,Entire home/apt,0.27,1,0,2370.0,3,5.44673737166631,1.6094379124341003,1.3862943611198906,3
Manhattan,Hell's Kitchen,40.76646,-73.98649,Entire home/apt,0.0,49,365,462.0,0,5.3981627015177525,0.0,3.4339872044851463,4
Queens,Long Island City,40.73637,-73.9371,Entire home/apt,0.0,1,42,829.0,1,4.330733340286331,0.0,0.6931471805599453,3
Manhattan,Harlem,40.8042,-73.95669,Private room,1.57,2,1,187.0,1,4.330733340286331,3.7376696182833684,1.0986122886681098,2
Manhattan,Theater District,40.76217,-73.98411,Entire home/apt,0.09,1,0,762.0,1,5.303304908059076,2.1972245773362196,1.791759469228055,4
Manhattan,Chelsea,40.74482,-73.99917,Entire home/apt,0.3,1,4,565.0,0,5.14166355650266,2.6390573296152584,1.791759469228055,5
Brooklyn,Midwood,40.62483,-73.97437,Private room,0.09,3,88,179.0,1,5.303304908059076,0.6931471805599453,1.3862943611198906,3
Queens,Flushing,40.75897,-73.82011,Private room,2.66,9,353,277.0,1,4.564348191467836,3.4339872044851463,0.6931471805599453,1
Manhattan,Chelsea,40.73868,-73.99647,Entire home/apt,0.1,1,0,882.0,1,4.875197323201151,1.6094379124341003,1.0986122886681098,1
Manhattan,Tribeca,40.71618,-74.00608,Entire home/apt,0.0,232,244,592.0,0,5.645446897643238,0.0,3.4339872044851463,5
Queens,Forest Hills,40.73269,-73.85284,Entire home/apt,1.08,1,86,518.0,0,5.111987788356544,3.6375861597263857,1.0986122886681098,4
Brooklyn,Crown Heights,40.66856,-73.93937,Entire home/apt,0.3,3,34,547.0,1,4.48863636973214,0.6931471805599453,3.4339872044851463,1
Manhattan,Chelsea,40.74732,-73.9999,Entire home/apt,0.0,3,0,823.0,2,5.993961427306569,0.0,1.0986122886681098,8
Brooklyn,Gowanus,40.66736,-73.99467,Private room,0.0,3,317,210.0,1,3.9889840465642745,0.0,0.6931471805599453,1
Brooklyn,Williamsburg,40.7192,-73.94805,Entire home/apt,3.64,1,359,887.0,1,6.478509642208569,1.6094379124341003,1.3862943611198906,6
Brooklyn,Bedford-Stuyvesant,40.6896,-73.9326,Private room,0.03,1,0,212.0,1,3.6375861597263857,0.6931471805599453,0.6931471805599453,1
Brooklyn,Bushwick,40.70464,-73.91596,Private room,0.02,1,0,240.0,1,3.8066624897703196,0.6931471805599453,1.791759469228055,1
Manhattan,Upper West Side,40.78588,-73.97117,Private room,0.0,1,365,262.0,1,5.303304908059076,0.0,1.6094379124341003,5
Queens,St. Albans,40.70099,-73.75497,Private room,0.0,2,84,249.0,1,3.713572066704308,0.0,1.0986122886681098,1
Brooklyn,Park Slope,40.6749,-73.97593,Entire home/apt,2.22,1,46,1485.0,3,5.993961427306569,3.7612001156935624,1.3862943611198906,8
Queens,Long Island City,40.76592,-73.93428,Entire home/apt,0.05,1,0,373.0,0,4.795790545596741,1.0986122886681098,1.3862943611198906,2
Brooklyn,Kensington,40.64674,-73.97947,Private room,0.23,3,0,137.0,1,4.927253685157205,1.791759469228055,1.3862943611198906,1
Manhattan,Upper West Side,40.78935,-73.97389,Entire home/apt,0.0,9,311,1197.0,2,5.198497031265826,0.0,3.4339872044851463,3
Manhattan,Harlem,40.82232,-73.95696,Private room,5.95,3,280,91.0,1,4.110873864173311,5.393627546352362,0.6931471805599453,1
Brooklyn,Williamsburg,40.71727,-73.95753,Private room,3.13,4,267,112.0,1,4.709530201312334,4.634728988229636,0.6931471805599453,2
Manhattan,Little Italy,40.71955,-73.99706,Entire home/apt,2.68,1,212,1456.0,4,5.298317366548036,5.393627546352362,1.3862943611198906,4
Manhattan,Upper East Side,40.77667,-73.95335,Private room,3.92,1,149,270.0,1,4.795790545596741,4.499809670330265,0.6931471805599453,3
Manhattan,Harlem,40.82717,-73.95249,Private room,0.11,1,0,222.0,1,4.060443010546419,1.6094379124341003,1.791759469228055,1
Brooklyn,Williamsburg,40.70572,-73.94501,Private room,2.92,1,83,247.0,1,4.51085950651685,2.4849066497880004,1.0986122886681098,1
Brooklyn,Bedford-Stuyvesant,40.68403,-73.93088,Entire home/apt,1.92,3,259,1911.0,4,5.135798437050262,4.007333185232471,1.0986122886681098,4
Manhattan,Midtown,40.75174,-73.97213,Entire home/apt,0.23,13,266,1167.0,2,6.511745329644728,1.3862943611198906,1.0986122886681098,6
Brooklyn,Williamsburg,40.71601,-73.9413,Private room,1.0,2,23,333.0,1,4.394449154672439,0.6931471805599453,0.6931471805599453,3
Queens,Corona,40.74262,-73.86674,Shared room,6.0,8,351,278.0,1,3.258096538021482,2.5649493574615367,0.6931471805599453,1
Manhattan,Lower East Side,40.72008,-73.98786,Entire home/apt,0.56,1,25,476.0,0,4.941642422609304,2.5649493574615367,1.791759469228055,1
Queens,Astoria,40.77037,-73.92417,Shared room,2.26,1,248,254.0,1,4.110873864173311,3.367295829986474,1.3862943611198906,1
Manhattan,East Village,40.72603,-73.98469,Private room,0.3,2,0,105.0,1,5.0106352940962555,1.791759469228055,1.0986122886681098,3
Queens,East Elmhurst,40.75765,-73.89725,Entire home/apt,3.01,1,336,500.0,0,5.5254529391317835,4.143134726391533,0.6931471805599453,5
Manhattan,Morningside Heights,40.81325,-73.96122,Entire home/apt,0.15,1,0,2003.0,4,4.394449154672439,0.6931471805599453,1.3862943611198906,3
Queens,Astoria,40.76168,-73.91976,Private room,0.1,1,0,217.0,1,4.02535169073515,1.0986122886681098,1.3862943611198906,1
Brooklyn,Canarsie,40.64027,-73.91751,Private room,0.66,1,323,255.0,1,3.828641396489095,3.5263605246161616,1.6094379124341003,1
Queens,Jackson Heights,40.75439,-73.89532,Entire home/apt,3.6,1,314,1193.0,2,4.663439094112067,4.174387269895637,0.6931471805599453,2
Manhattan,Upper West Side,40.79563,-73.9664,Entire home/apt,0.16,96,283,1589.0,3,5.1298987149230735,1.6094379124341003,3.4339872044851463,4
Manhattan,Upper West Side,40.7819,-73.98367,Private room,0.06,1,0,150.0,1,5.303304908059076,1.0986122886681098,0.6931471805599453,5
Manhattan,Murray Hill,40.7485,-73.97419,Private room,0.0,1,46,254.0,1,5.017279836814924,0.0,1.6094379124341003,4
Queens,Astoria,40.77026,-73.92574,Entire home/apt,0.58,1,0,1648.0,3,4.836281906951478,1.0986122886681098,2.0794415416798357,1
Manhattan,Upper East Side,40.77464,-73.95226,Entire home/apt,0.0,1,0,1406.0,3,4.605170185988092,0.0,0.6931471805599453,3
Manhattan,Upper East Side,40.77885,-73.95756,Entire home/apt,0.0,1,0,403.0,0,5.5254529391317835,0.0,1.791759469228055,3
Brooklyn,Bushwick,40.70208,-73.93258,Entire home/apt,0.32,1,49,800.0,1,4.454347296253507,1.0986122886681098,1.791759469228055,3
Manhattan,Harlem,40.8257,-73.93786,Private room,2.88,1,45,98.0,1,4.189654742026425,3.713572066704308,0.6931471805599453,1
Brooklyn,Williamsburg,40.71223,-73.94864,Entire home/apt,1.14,1,0,622.0,0,5.62040086571715,3.9512437185814275,1.3862943611198906,5
Brooklyn,Bedford-Stuyvesant,40.68351,-73.93224,Entire home/apt,1.88,1,155,495.0,0,4.836281906951478,4.51085950651685,1.3862943611198906,2
Manhattan,Upper East Side,40.76299,-73.961,Entire home/apt,0.0,1,0,371.0,1,5.673323267171493,0.0,0.6931471805599453,5
Brooklyn,Bedford-Stuyvesant,40.68082,-73.91128,Entire home/apt,3.94,1,57,692.0,1,4.605170185988092,4.962844630259907,1.0986122886681098,3
Manhattan,East Village,40.72754,-73.99025,Private room,0.55,1,18,303.0,1,4.1588830833596715,0.6931471805599453,3.4339872044851463,1
Brooklyn,Bedford-Stuyvesant,40.69331,-73.94918,Entire home/apt,4.0,1,3,2346.0,1,5.225746673713202,1.6094379124341003,0.6931471805599453,4
Manhattan,SoHo,40.72387,-74.00423,Entire home/apt,0.12,1,363,881.0,2,5.521460917862246,0.6931471805599453,1.3862943611198906,5
Brooklyn,Bushwick,40.69709,-73.93538,Entire home/apt,3.41,1,0,1075.0,2,4.61512051684126,4.969813299576001,1.0986122886681098,2
Queens,Flushing,40.76564,-73.82043,Private room,3.16,1,86,90.0,1,4.189654742026425,4.812184355372417,0.6931471805599453,1
Manhattan,Harlem,40.80079,-73.95798,Entire home/apt,3.52,1,9,838.0,1,4.912654885736052,4.276666119016055,1.3862943611198906,1
Queens,Astoria,40.77073,-73.93229,Private room,0.16,3,162,251.0,1,3.871201010907891,2.4849066497880004,1.791759469228055,1
Manhattan,Murray Hill,40.75023,-73.97664,Entire home/apt,0.05,50,365,1210.0,2,5.278114659230517,0.6931471805599453,3.4339872044851463,5
Manhattan,Chelsea,40.74138,-73.99875,Entire home/apt,0.19,1,0,436.0,0,4.859812404361672,1.9459101490553132,0.6931471805599453,3
Queens,Ridgewood,40.70515,-73.9136,Private room,4.52,3,88,183.0,1,4.330733340286331,2.4849066497880004,0.6931471805599453,1
Brooklyn,Bedford-Stuyvesant,40.68919,-73.9335,Private room,0.04,1,365,119.0,1,4.110873864173311,0.6931471805599453,1.0986122886681098,1
Manhattan,Harlem,40.82599,-73.94545,Entire home/apt,0.06,1,0,652.0,1,4.343805421853684,1.3862943611198906,0.6931471805599453,3
Manhattan,Upper East Side,40.78032,-73.95249,Entire home/apt,0.21,9,332,1027.0,2,5.303304908059076,2.302585092994046,3.4339872044851463,4
Brooklyn,Williamsburg,40.71338,-73.95738,Private room,0.0,2,0,148.0,1,4.04305126783455,0.0,2.5649493574615367,1
Brooklyn,Flatbush,40.6395,-73.96507,Entire home/apt,2.39,2,29,835.0,1,5.017279836814924,3.332204510175204,1.6094379124341003,3
Manhattan,Murray Hill,40.75008,-73.97752,Entire home/apt,0.3,50,364,981.0,2,5.017279836814924,1.0986122886681098,3.4339872044851463,5
Brooklyn,Williamsburg,40.70646,-73.94169,Entire home/apt,0.45,3,242,680.0,1,5.247024072160486,1.0986122886681098,1.9459101490553132,5
Manhattan,Upper East Side,40.77311,-73.95508,Entire home/apt,0.76,1,25,1803.0,3,5.017279836814924,2.3978952727983707,1.791759469228055,5
Manhattan,East Harlem,40.79878,-73.94495,Entire home/apt,0.42,1,0,676.0,1,4.634728988229636,2.772588722239781,1.6094379124341003,2
Brooklyn,Bushwick,40.69589,-73.93232,Private room,0.06,1,0,228.0,1,4.189654742026425,1.3862943611198906,0.6931471805599453,1
Manhattan,Battery Park City,40.71617,-74.01468,Private room,0.03,1,0,142.0,1,5.420534999272286,0.6931471805599453,0.6931471805599453,4
Queens,Ridgewood,40.70609,-73.90592,Private room,0.0,2,0,241.0,1,4.189654742026425,0.0,1.0986122886681098,1
Manhattan,Morningside Heights,40.80379,-73.96571,Private room,0.08,1,0,95.0,1,4.394449154672439,1.6094379124341003,0.6931471805599453,1
Manhattan,Washington Heights,40.85411,-73.93167,Private room,0.15,1,275,176.0,1,3.828641396489095,1.6094379124341003,3.4339872044851463,1
Queens,Sunnyside,40.73662,-73.92372,Entire home/apt,1.11,4,280,876.0,2,4.867534450455582,2.0794415416798357,1.3862943611198906,1
Manhattan,East Village,40.73245,-73.98873,Entire home/apt,0.03,1,0,794.0,1,4.875197323201151,0.6931471805599453,1.0986122886681098,2
Brooklyn,Bedford-Stuyvesant,40.68476,-73.95471,Entire home/apt,2.4,2,243,1287.0,2,5.081404364984463,4.0943445622221,1.791759469228055,5
Queens,Forest Hills,40.71345,-73.85658,Entire home/apt,0.91,1,319,841.0,1,4.836281906951478,3.8066624897703196,1.0986122886681098,1
Manhattan,Chelsea,40.74556,-74.00156,Private room,0.0,1,0,210.0,1,5.278114659230517,0.0,1.0986122886681098,4
Queens,Long Island City,40.75132,-73.94236,Private room,0.7,2,90,149.0,1,4.912654885736052,2.8903717578961645,1.3862943611198906,3
Manhattan,Hell's Kitchen,40.7548,-73.99818,Private room,2.34,1,14,110.0,1,4.51085950651685,2.3978952727983707,1.0986122886681098,3
Manhattan,Chinatown,40.71363,-73.9909,Private room,2.68,2,10,239.0,1,4.51085950651685,4.07753744390572,0.6931471805599453,3
Brooklyn,Sheepshead Bay,40.60407,-73.95302,Private room,1.38,1,71,273.0,1,3.9318256327243257,2.6390573296152584,1.0986122886681098,1
Brooklyn,Bushwick,40.70091,-73.92003,Private room,0.52,17,333,196.0,1,3.9318256327243257,1.0986122886681098,3.4339872044851463,1
Brooklyn,Kensington,40.64593,-73.97745,Entire home/apt,2.36,3,0,629.0,1,4.442651256490317,3.6635616461296463,1.3862943611198906,1
Manhattan,Upper East Side,40.76889,-73.9548,Private room,2.62,1,5,248.0,1,4.61512051684126,4.23410650459726,0.6931471805599453,2
Manhattan,Lower East Side,40.71966,-73.98166,Entire home/apt,0.02,1,0,1317.0,4,5.375278407684165,0.6931471805599453,2.70805020110221,4
Brooklyn,Clinton Hill,40.68522,-73.96326,Private room,0.0,3,0,210.0,1,4.330733340286331,0.0,0.6931471805599453,1
Manhattan,Harlem,40.82411,-73.95441,Private room,4.04,6,270,235.0,1,3.871201010907891,3.4657359027997265,2.1972245773362196,1
Brooklyn,Bedford-Stuyvesant,40.69141,-73.95886,Entire home/apt,0.03,1,0,2140.0,4,4.454347296253507,1.0986122886681098,2.0794415416798357,1
Manhattan,Midtown,40.74681,-73.98488,Entire home/apt,0.0,96,327,476.0,1,5.480638923341991,0.0,3.4011973816621555,3
Manhattan,Midtown,40.75403,-73.96714,Entire home/apt,0.0,49,250,959.0,2,6.5722825426940075,0.0,3.367295829986474,7
Manhattan,West Village,40.73103,-74.00778,Entire home/apt,0.0,1,16,483.0,0,5.860786223465865,0.0,1.3862943611198906,7
Manhattan,Lower East Side,40.71989,-73.98557,Private room,0.42,1,90,285.0,1,4.51085950651685,0.6931471805599453,1.6094379124341003,3
Brooklyn,Bedford-Stuyvesant,40.69046,-73.95167,Entire home/apt,0.4,1,36,1146.0,2,4.394449154672439,3.58351893845611,1.0986122886681098,1
Brooklyn,Bushwick,40.6965,-73.91036,Private room,3.63,2,261,155.0,1,4.110873864173311,5.111987788356544,1.791759469228055,1
Brooklyn,Williamsburg,40.70855,-73.94992,Entire home/apt,0.0,1,3,1059.0,2,5.351858133476067,0.0,1.0986122886681098,3
Manhattan,Harlem,40.81932,-73.95765,Private room,0.36,1,21,292.0,1,4.02535169073515,1.6094379124341003,1.3862943611198906,1
Brooklyn,Boerum Hill,40.68612,-73.98013,Private room,2.63,1,149,153.0,1,4.605170185988092,2.772588722239781,0.6931471805599453,1
Manhattan,Lower East Side,40.71912,-73.9863,Entire home/apt,2.15,2,362,795.0,1,5.198497031265826,4.812184355372417,1.0986122886681098,3
Brooklyn,Sheepshead Bay,40.60911,-73.95257,Shared room,0.0,8,32,137.0,1,3.044522437723423,0.0,1.0986122886681098,1
Manhattan,Upper East Side,40.77353,-73.95357,Private room,0.99,1,14,218.0,1,4.61512051684126,2.3978952727983707,1.3862943611198906,3
Manhattan,Chelsea,40.74357,-73.99751,Entire home/apt,0.0,1,17,609.0,1,5.564520407322694,0.0,1.791759469228055,4
Brooklyn,Williamsburg,40.71279,-73.94443,Entire home/apt,2.87,2,0,551.0,0,4.983606621708336,4.574710978503383,1.3862943611198906,2
Brooklyn,Williamsburg,40.71647,-73.94657,Entire home/apt,0.0,1,354,589.0,1,6.2166061010848646,0.0,1.3862943611198906,8
Brooklyn,Clinton Hill,40.68943,-73.96635,Private room,0.53,1,0,74.0,1,4.454347296253507,3.367295829986474,0.6931471805599453,2
Manhattan,NoHo,40.72813,-73.99258,Entire home/apt,0.0,2,38,811.0,1,5.993961427306569,0.0,1.0986122886681098,8
Manhattan,Tribeca,40.7172,-74.00675,Entire home/apt,0.33,1,17,1331.0,2,5.69035945432406,1.3862943611198906,1.3862943611198906,4
Manhattan,Hell's Kitchen,40.76364,-73.98859,Shared room,4.68,8,196,264.0,1,4.189654742026425,4.1588830833596715,0.6931471805599453,1
Brooklyn,Cypress Hills,40.67794,-73.90639,Private room,5.65,5,235,108.0,1,3.8918202981106265,4.74493212836325,0.6931471805599453,1
Queens,Sunnyside,40.73935,-73.92096,Private room,2.73,1,180,160.0,1,3.9318256327243257,1.6094379124341003,1.0986122886681098,1
Manhattan,Hell's Kitchen,40.76428,-73.99381,Entire home/apt,3.63,1,9,800.0,1,4.875197323201151,4.356708826689592,1.0986122886681098,3
Brooklyn,Bushwick,40.68258,-73.90472,Entire home/apt,2.64,1,235,385.0,1,4.812184355372417,5.062595033026967,0.6931471805599453,3
Manhattan,Stuyvesant Town,40.73159,-73.97472,Private room,0.0,1,128,252.0,1,4.290459441148391,0.0,2.70805020110221,1
Manhattan,Financial District,40.70734,-74.01056,Entire home/apt,3.07,327,341,379.0,1,6.023447592961033,2.6390573296152584,1.0986122886681098,8
Brooklyn,Bushwick,40.70442,-73.91707,Shared room,3.01,5,49,156.0,1,3.258096538021482,3.332204510175204,1.6094379124341003,1
Manhattan,Upper West Side,40.77774,-73.97701,Entire home/apt,0.0,1,0,420.0,0,5.298317366548036,0.0,1.0986122886681098,3
Manhattan,Theater District,40.76103,-73.97996,Entire home/apt,0.0,1,261,1454.0,4,5.5254529391317835,0.0,3.258096538021482,4
Manhattan,Morningside Heights,40.80559,-73.96606,Private room,1.77,1,16,333.0,1,4.2626798770413155,2.772588722239781,0.6931471805599453,1
Bronx,University Heights,40.85811,-73.90675,Private room,1.21,1,232,246.0,1,3.6375861597263857,4.770684624465665,1.6094379124341003,1
Manhattan,East Harlem,40.79505,-73.94361,Entire home/apt,3.6,3,341,549.0,0,5.3981627015177525,4.948759890378168,1.0986122886681098,3
Brooklyn,Bedford-Stuyvesant,40.69409,-73.94815,Private room,0.13,1,301,135.0,1,4.330733340286331,1.791759469228055,1.3862943611198906,3
Brooklyn,Prospect-Lefferts Gardens,40.66271,-73.95392,Entire home/apt,0.3,1,0,491.0,1,5.298317366548036,2.9444389791664403,1.0986122886681098,5
Manhattan,Midtown,40.75043,-73.97243,Private room,0.0,1,346,333.0,1,4.465908118654584,0.0,2.70805020110221,3
Brooklyn,East Flatbush,40.65394,-73.92777,Entire home/apt,0.0,1,62,945.0,2,5.017279836814924,0.0,1.9459101490553132,4
Manhattan,Hell's Kitchen,40.76769,-73.98649,Private room,0.33,4,39,171.0,1,4.948759890378168,0.6931471805599453,1.0986122886681098,3
Brooklyn,Crown Heights,40.67055,-73.93233,Entire home/apt,3.62,1,17,665.0,1,3.8918202981106265,4.430816798843313,1.3862943611198906,1
Manhattan,Midtown,40.75327,-73.97175,Private room,0.07,12,365,134.0,1,6.396929655216146,1.0986122886681098,1.3862943611198906,6
Manhattan,Harlem,40.82599,-73.94238,Private room,0.0,1,0,96.0,1,4.61512051684126,0.0,0.6931471805599453,3
Manhattan,Lower East Side,40.71508,-73.98973,Private room,0.37,1,0,168.0,1,4.795790545596741,2.9444389791664403,0.6931471805599453,2
Manhattan,Washington Heights,40.85241,-73.9368,Entire home/apt,0.08,1,0,857.0,1,4.605170185988092,1.3862943611198906,1.0986122886681098,2
Brooklyn,Williamsburg,40.71493,-73.96365,Entire home/apt,0.0,232,188,1251.0,2,5.631211781821365,0.0,3.4339872044851463,4
Queens,Neponsit,40.57215,-73.85822,Entire home/apt,2.88,1,334,1226.0,2,5.860786223465865,1.791759469228055,1.0986122886681098,7
Brooklyn,Bedford-Stuyvesant,40.67959,-73.94987,Entire home/apt,0.0,1,133,1334.0,3,5.198497031265826,0.0,1.3862943611198906,5
Queens,Jamaica,40.66684,-73.78289,Shared room,9.13,8,34,101.0,1,3.6888794541139363,4.04305126783455,0.6931471805599453,1
Brooklyn,Bedford-Stuyvesant,40.69395,-73.95934,Entire home/apt,4.6,1,1,884.0,1,5.14166355650266,5.0106352940962555,1.0986122886681098,5
Brooklyn,Prospect-Lefferts Gardens,40.65504,-73.96113,Private room,0.0,1,50,109.0,1,4.2626798770413155,0.0,1.3862943611198906,1
Manhattan,Chelsea,40.73783,-73.99775,Private room,2.11,4,21,333.0,1,4.605170185988092,2.5649493574615367,2.5649493574615367,3
Manhattan,East Harlem,40.79303,-73.93368,Entire home/apt,0.56,2,0,476.0,1,5.170483995038151,3.2188758248682006,1.0986122886681098,3
Manhattan,Greenwich Village,40.72866,-74.00095,Entire home/apt,0.36,1,80,1591.0,4,5.424950017481403,3.258096538021482,1.3862943611198906,3
Queens,Woodhaven,40.69411,-73.86877,Private room,0.0,2,365,113.0,1,4.204692619390966,0.0,0.6931471805599453,1
