id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,square_feet,bedrooms,amenities_count,price_log,reviews_log,nights_log,reviews,nights,Predicted_Price,Price_Suggestion_Diff
33937444,NEW! Beautiful room in flat w/ rooftop in SOHO :),35955942,Corinna,Manhattan,Nolita,40.72365,-73.99377,Private room,150,4,2,10-06-2019,1.82,1,6,197,1,5,5.017279837,1.098612289,1.609437912,2,4,158.23265,8.232650757
6674363,"New Building, Best Location in NYC",6725667,Megan,Manhattan,Chelsea,40.73969,-73.99447,Private room,130,3,11,11-05-2019,0.23,1,106,273,1,2,4.875197323,2.48490665,1.386294361,11,3,109.963394,-20.03660583
4621713,Prime Union Square! Large 1BR~Great value,2119276,Host,Manhattan,Gramercy,40.7339,-73.98548,home/apt,185,30,5,24-01-2019,0.1,39,1,1193,2,4,5.225746674,1.791759469,3.433987204,5,30,183.36,-1.63999939
6346662,Perfect West Village Studio!,1659891,Laurie,Manhattan,West Village,40.73854,-74.00147,home/apt,295,5,6,28-05-2017,0.12,1,0,1168,2,5,5.690359454,1.945910149,1.791759469,6,5,189.11047,-105.8895264
22065495,Huge bedroom in a renovated apt (females only!),43960739,Eliana,Manhattan,Washington Heights,40.84345,-73.94079,Private room,65,3,21,27-05-2019,1.12,2,1,292,1,1,4.189654742,3.091042453,1.386294361,21,3,50.084503,-14.91549683
12795851,Clean & Spacious Bushwick Loft (front),21467726,Tyler,Brooklyn,Williamsburg,40.70294,-73.93711,Private room,70,1,10,14-04-2019,0.29,2,281,209,1,1,4.262679877,2.397895273,0.693147181,10,1,63.098038,-6.90196228
30770314,Spacious Manhattan Apartment near Battery Park,230235805,Kenneth,Manhattan,Financial District,40.70427,-74.01533,home/apt,116,3,17,25-05-2019,2.5,1,0,364,0,1,4.762173935,2.890371758,1.386294361,17,3,129.51842,13.51841736
8269241,Room #5 Near Manhattan NYC.,22384027,Shahana,Brooklyn,Crown Heights,40.67073,-73.91799,Private room,39,1,62,25-11-2018,1.34,10,159,224,1,1,3.688879454,4.143134726,0.693147181,62,1,48.380905,9.380905151
18393805,Private Room 15 Min to Manhattan (Lower East Side),127412674,Charles,Brooklyn,Bedford-Stuyvesant,40.69944,-73.94527,Private room,46,2,71,18-06-2019,2.69,2,309,,1,1,3.850147602,4.276666119,1.098612289,71,2,50.024265,4.024265289
30737562,Private Bedroom and Bathroom in Spacious Apartment,4281300,Alex,Brooklyn,Williamsburg,40.71715,-73.94152,Private room,89,1,2,05-03-2019,0.43,3,16,297,1,3,4.49980967,1.098612289,0.693147181,2,1,77.77005,-11.22994995
27301019,LUXURY NEIGHBORHOOD IN NYC-EAST 86TH ST/5TH AVE,200380610,Pranjal,Manhattan,Upper East Side,40.77964,-73.95865,home/apt,187,30,0,,0,65,315,2138,4,3,5.236441963,0,3.433987204,0,30,185.37286,-1.62713623
2346296,Private Room in Williamsburg Loft,10792303,Nora,Brooklyn,Williamsburg,40.71165,-73.96716,Private room,73,10,19,23-04-2019,0.3,1,13,,1,1,4.304065093,2.995732274,2.397895273,19,10,74.05353,1.053527832
2056012,"Rancho Deluxe, Williamsburg! ",10528287,Mike,Brooklyn,Williamsburg,40.71542,-73.95652,home/apt,210,1,215,02-07-2019,3.2,2,224,2324,4,4,5.351858133,5.375278408,0.693147181,215,1,182.91335,-27.08665466
20167264,"Gorgeous ""Smart"" Room in Manhattan 30 min to WTC",10109608,Aj,Manhattan,Harlem,40.81145,-73.95067,home/apt,65,3,9,09-11-2017,0.4,2,0,906,2,1,4.189654742,2.302585093,1.386294361,9,3,90.734886,25.73488617
21457933,ENTIRE HOME. BEAUTIFUL 1 BEDROOM APT IN GREENPOINT,1285768,Olga,Brooklyn,Greenpoint,40.72168,-73.94336,home/apt,150,10,2,08-12-2018,0.11,1,41,371,0,5,5.017279837,1.098612289,2.397895273,2,10,153.71341,3.713409424
36417250,US Open special 2-bed luxury condo,133288905,Cherie,Manhattan,Midtown,40.75174,-73.97343,home/apt,369,4,0,,0,3,4,600,1,6,5.913503006,0,1.609437912,0,4,452.5567,83.55670166
35013529,Cozy Room 4 Min Walk From Train,236853675,Jojo,Brooklyn,Crown Heights,40.67145,-73.93355,Private room,38,1,1,28-05-2019,0.7,1,88,117,1,1,3.663561646,0.693147181,0.693147181,1,1,40.472366,2.472366333
17847040,Spacious 1bd in the heart of Midtown High Rise  !,31451454,Terry,Manhattan,Midtown,40.76352,-73.9831,home/apt,199,2,70,15-06-2019,2.65,1,263,621,1,4,5.298317367,4.262679877,1.098612289,70,2,220.19254,21.1925354
6733512,A Serine Stay in Bedstuy,1398639,Juliet,Brooklyn,Bedford-Stuyvesant,40.68814,-73.93089,Private room,55,10,14,06-05-2019,0.31,3,301,226,1,1,4.025351691,2.708050201,2.397895273,14,10,53.92175,-1.078250885
33363704,Private Room in Prime Location - Newly Renovated,244171850,Jocelyn,Queens,Ridgewood,40.70103,-73.90613,Private room,47,30,0,,0,10,365,274,1,1,3.871201011,0,3.433987204,0,30,46.410786,-0.589214325
16068067,colorful and huge 1BD near Prospect Park,15792248,Marina,Brooklyn,Kensington,40.63647,-73.97463,home/apt,100,2,1,02-01-2017,0.03,1,0,863,1,2,4.615120517,0.693147181,1.098612289,1,2,100.19682,0.19682312
28743080,"Clean, Cozy & Charming Shared Room in Manhattan",69494967,Gem,Manhattan,Midtown,40.75729,-73.96807,Shared room,75,1,18,14-06-2019,1.97,1,52,228,1,3,4.33073334,2.944438979,0.693147181,18,1,134.01855,59.01855469
19195173,Bright & sophisticated Brooklyn home,83967416,Freddie,Brooklyn,Crown Heights,40.67072,-73.957,Private room,60,2,1,12-06-2017,0.04,1,0,191,1,1,4.110873864,0.693147181,1.098612289,1,2,53.352524,-6.647476196
18997907,Sunny and spacious room in East Williamsburg!,49270426,Elena,Brooklyn,Williamsburg,40.70445,-73.94359,Private room,55,6,1,25-04-2018,0.07,1,0,80,1,1,4.025351691,0.693147181,1.945910149,1,6,54.34306,-0.65694046
34509379,Full brownstone on gorgeous Brooklyn Heights block,614026,Alana,Brooklyn,Brooklyn Heights,40.69043,-73.99365,home/apt,500,8,0,,0,1,72,621,1,6,6.216606101,0,2.197224577,0,8,479.26926,-20.73074341
23933041,Times Square+Central Park Luxury Room,14743478,Abbie,Manhattan,Hell's Kitchen,40.7653,-73.98737,Private room,105,3,42,27-06-2019,2.71,1,286,164,1,2,4.663439094,3.761200116,1.386294361,42,3,104.89665,-0.103347778
17210810,Perfect West Village Apartment,6950431,Mike And Lori,Manhattan,West Village,40.73532,-74.0031,home/apt,170,3,1,20-02-2017,0.03,1,0,884,1,4,5.141663557,0.693147181,1.386294361,1,3,202.87709,32.87709045
30765849,Elevator Doorman Gym Studio Roof Laundry 5219,16098958,Jeremy & Laura,Manhattan,Midtown,40.74986,-73.98709,home/apt,180,30,0,,0,96,311,609,0,3,5.198497031,0,3.433987204,0,30,187.84476,7.84475708
19203963,Luxury apartment in heart of Nolita,6163686,Ben,Manhattan,Nolita,40.72249,-73.99507,home/apt,250,3,0,,0,1,0,745,1,3,5.525452939,0,1.386294361,0,3,219.1567,-30.8433075
19698772,"Brooklyn, Carroll Garden Apartment",48970186,Margarita,Brooklyn,Carroll Gardens,40.68188,-73.99438,home/apt,135,4,49,09-05-2019,2.31,2,3,1302,2,3,4.912654886,3.912023005,1.609437912,49,4,133.50255,-1.497451782
11625684,Astoria Suite - 20min to Manhattan,1172202,Funda,Queens,Ditmars Steinway,40.77123,-73.90932,Private room,100,1,107,09-06-2019,2.67,5,32,258,1,3,4.615120517,4.682131227,0.693147181,107,1,98.02414,-1.975860596
8427028,Room for 2 in Amazing duplex Loft,17473615,Bleik,Manhattan,Hell's Kitchen,40.75548,-73.99706,Private room,130,1,1,03-10-2015,0.02,1,0,187,1,2,4.875197323,0.693147181,0.693147181,1,1,92.11017,-37.88983154
12344949,Brand new luxury 2 br Harlem condo,33993577,Nick,Manhattan,Harlem,40.80882,-73.94654,home/apt,350,5,0,,0,1,0,927,1,6,5.860786223,0,1.791759469,0,5,348.20062,-1.799377441
34778953,Cozy and bright room with a spectacular view,136953596,Fabio,Brooklyn,Fort Greene,40.69491,-73.98244,Private room,125,5,1,08-06-2019,0.94,1,172,,1,2,4.836281907,0.693147181,1.791759469,1,5,121.98774,-3.012260437
13811933,Private  furnished 1BR in a 4BR on Upper West Side,23672310,Samuel,Manhattan,Upper West Side,40.80057,-73.96679,Private room,95,4,0,,0,1,0,102,,2,4.564348191,0,1.609437912,0,4,92.55633,-2.44367218
25428573,"Your Apartment in NEW YORK, all for yourself",191765199,Elena,Manhattan,Washington Heights,40.83265,-73.94012,home/apt,120,1,57,23-06-2019,4.25,6,154,1142,2,3,4.795790546,4.060443011,0.693147181,57,1,119.510925,-0.489074707
29547577,The Spot! 25 min from NYC walk to Belmont Park,129559712,Sidney,Queens,Queens Village,40.71024,-73.72928,home/apt,100,2,42,07-07-2019,5.08,1,123,632,,2,4.615120517,3.761200116,1.098612289,42,2,100.009384,0.009384155
6701706,"Large Light Room for Female, Cat Friendly",13953653,Liora,Queens,Sunnyside,40.74573,-73.92261,Private room,49,6,15,08-12-2017,0.3,1,128,205,1,1,3.912023005,2.772588722,1.945910149,15,6,50.976223,1.976222992
10454844,Tribeca/Soho Garden Apartment,53327491,Scott,Manhattan,Tribeca,40.71934,-74.00998,home/apt,400,6,40,11-06-2019,1.02,1,105,491,0,8,5.993961427,3.713572067,1.945910149,40,6,448.70383,48.7038269
4162292,Charming Full 1BR Apt w/Backyard,21601222,Joan,Brooklyn,Flatbush,40.63512,-73.95815,home/apt,150,3,37,01-07-2019,0.86,1,320,1062,,4,5.017279837,3.63758616,1.386294361,37,3,153.91695,3.916946411
35448360,Oversized Studio in the Heart of Midtown,207897448,Thom,Manhattan,Midtown,40.7575,-73.9643,home/apt,185,2,3,26-06-2019,3,1,43,413,0,4,5.225746674,1.386294361,1.098612289,3,2,187.50757,2.507568359
2794725,LOOK! Attached single family,14295613,Skylar,Staten Island,Clifton,40.62578,-74.07356,home/apt,75,1,1,19-04-2014,0.02,1,0,397,0,2,4.33073334,0.693147181,0.693147181,1,1,78.60669,3.606689453
34930659,Sunny Fresh Hamilton Heights Bedroom,22118412,Brigitte,Manhattan,Harlem,40.82862,-73.94938,Private room,54,3,0,,0,1,19,,1,1,4.007333185,0,1.386294361,0,3,54.785206,0.785205841
495249,10min Walk & 15mins to Tourist Spot,2446219,Biren,Queens,East Elmhurst,40.75541,-73.89239,Private room,85,1,219,14-06-2019,2.63,2,305,284,1,3,4.454347296,5.393627546,0.693147181,219,1,81.771065,-3.228935242
31064733,Cozy Shared Studio 10 minutes from Times Square!,6367348,Ikenna,Manhattan,Harlem,40.80242,-73.94562,Shared room,60,1,0,,0,1,7,103,1,1,4.110873864,0,0.693147181,0,1,58.33764,-1.662361145
24921735,Huge Master Bedroom In A Very Spacious Apartment,79651295,Nkem,Queens,Jamaica,40.67894,-73.78885,Private room,140,1,1,19-05-2018,0.07,4,177,300,1,3,4.94875989,0.693147181,0.693147181,1,1,133.483,-6.516998291
23605375,Manhattan Gem,157658093,Kara,Manhattan,Morningside Heights,40.81453,-73.96141,home/apt,125,3,3,10-07-2018,0.19,1,0,816,1,2,4.836281907,1.386294361,1.386294361,3,3,114.56103,-10.43897247
2041143,Perfect for Visiting Family,10468616,Sara,Brooklyn,Park Slope,40.67559,-73.98362,home/apt,125,3,1,28-08-2016,0.03,1,0,817,1,2,4.836281907,0.693147181,1.386294361,1,3,123.92314,-1.076858521
13154343,Spacious Modern Alcove Studio in a Luxury Building,13739649,Alexander,Manhattan,Hell's Kitchen,40.76144,-73.99243,home/apt,225,2,32,25-06-2019,0.85,1,44,1022,2,5,5.420534999,3.496507561,1.098612289,32,2,225.11353,0.113525391
15520060,Charming Home in Chelsea,1098809,Michael,Manhattan,Chelsea,40.74244,-73.99781,home/apt,200,3,41,13-06-2019,1.24,1,1,1076,2,5,5.303304908,3.737669618,1.386294361,41,3,196.45026,-3.549743652
20031317,Cozy 1 bedroom Apt Morningside/Harlem,142263776,Emilie,Manhattan,Harlem,40.80389,-73.95443,home/apt,113,5,0,,0,1,0,892,1,2,4.736198448,0,1.791759469,0,5,125.71203,12.7120285
14168413,Large Bedroom - Great Location - Grand Central,18981759,Doug,Manhattan,Murray Hill,40.74702,-73.97563,Private room,100,1,11,05-09-2016,0.31,1,0,266,1,1,4.615120517,2.48490665,0.693147181,11,1,95.75714,-4.242858887
7093122,Perfect Downtown Location in Nolita,36562419,Dan,Manhattan,Nolita,40.72123,-73.99513,Private room,90,1,1,17-07-2015,0.02,1,0,337,1,1,4.510859507,0.693147181,0.693147181,1,1,88.58554,-1.414459229
8709326,East 60's - Amazing Private Room,41638669,Karan,Manhattan,Upper East Side,40.76574,-73.95875,Private room,141,1,2,29-10-2015,0.04,1,0,160,1,1,4.955827058,1.098612289,0.693147181,2,1,116.7815,-24.21849823
31053525,Luxury Bushwick design suite 15 min to Manhattan,34124858,Ana,Brooklyn,Bushwick,40.69975,-73.93865,Private room,60,5,0,,0,1,0,147,1,1,4.110873864,0,1.791759469,0,5,52.84628,-7.153720856
27260995,2br apt for rent daily 10min away in train to City,114887819,Fernando,Brooklyn,Bushwick,40.69752,-73.93497,home/apt,245,2,5,03-06-2019,0.79,1,128,649,1,5,5.505331536,1.791759469,1.098612289,5,2,230.97432,-14.02568054
8634024,East Williamsburg Bedroom,45399701,Dorthy,Brooklyn,Williamsburg,40.70828,-73.94572,Private room,110,1,1,12-10-2015,0.02,1,0,,1,1,4.709530201,0.693147181,0.693147181,1,1,56.21152,-53.78847885
29409370,Cozy 1BR with private bathroom near the subway,73222575,Tania,Queens,Ditmars Steinway,40.77888,-73.90827,Private room,95,2,6,10-06-2019,1.41,1,12,145,1,1,4.564348191,1.945910149,1.098612289,6,2,84.662704,-10.33729553
33558466,"Homey and spacious 1BR Apt, near Prospect Park",10506005,Chuck,Brooklyn,Flatbush,40.6491,-73.96322,home/apt,110,3,2,07-07-2019,2,1,108,875,1,1,4.709530201,1.098612289,1.386294361,2,3,79.431885,-30.56811523
34483431,Heart of Midtown Manhattan,260425153,Park Lane,Manhattan,Midtown,40.76395,-73.97622,Private room,450,1,3,16-06-2019,2.43,14,365,215,1,6,6.11146734,1.386294361,0.693147181,3,1,438.5626,-11.43740845
22280395,Chinatown Super-host Quarters,4189538,Kevin,Manhattan,Two Bridges,40.71107,-73.99605,home/apt,109,3,27,01-01-2019,1.46,1,0,1425,2,3,4.700480366,3.33220451,1.386294361,27,3,146.66025,37.6602478
23916900,Cozy Apartment - Try NYC Living!,83967077,Renata,Queens,Long Island City,40.75955,-73.93293,home/apt,231,3,4,03-06-2018,0.27,1,0,2370,3,3,5.446737372,1.609437912,1.386294361,4,3,189.42674,-41.57325745
13562635,West 55th street~Large 1BR~Columbus circle,2856748,Ruchi,Manhattan,Hell's Kitchen,40.76646,-73.98649,home/apt,220,30,0,,0,49,365,462,0,4,5.398162702,0,3.433987204,0,30,193.12833,-26.87167358
30795961,Quiet 1 bedroom near Midtown Manhattan,72082556,Nicole,Queens,Long Island City,40.73637,-73.9371,home/apt,75,1,0,,0,1,42,829,1,3,4.33073334,0,0.693147181,0,1,171.0665,96.0664978
18648243,Contemporary Room Close to Columbia & Central Park,128531725,Shia,Manhattan,Harlem,40.8042,-73.95669,Private room,75,2,41,01-04-2019,1.57,2,1,187,1,2,4.33073334,3.737669618,1.098612289,41,2,75.363365,0.363365173
265145,Studio sublet in Hell's kitchen,1390947,Akiko,Manhattan,Theater District,40.76217,-73.98411,home/apt,200,5,8,08-01-2015,0.09,1,0,762,1,4,5.303304908,2.197224577,1.791759469,8,5,225.15645,25.15644836
7292891,Large 2 BR Apartment in Chelsea,9403624,Carol,Manhattan,Chelsea,40.74482,-73.99917,home/apt,170,5,13,25-05-2019,0.3,1,4,565,0,5,5.141663557,2.63905733,1.791759469,13,5,177.08984,7.08984375
24653197,Midwood,104497453,Mark,Brooklyn,Midwood,40.62483,-73.97437,Private room,200,3,1,29-07-2018,0.09,3,88,179,1,3,5.303304908,0.693147181,1.386294361,1,3,101.34206,-98.65794373
27314650,"Spacious room w/attached bath, center of Flushing",205745676,Liqin,Queens,Flushing,40.75897,-73.82011,Private room,95,1,30,07-07-2019,2.66,9,353,277,1,1,4.564348191,3.433987204,0.693147181,30,1,92.54562,-2.454376221
9155475,Prime Chelsea 1BR Minimalist W16th,4900788,Jonathan,Manhattan,Chelsea,40.73868,-73.99647,home/apt,130,2,4,01-04-2016,0.1,1,0,882,1,1,4.875197323,1.609437912,1.098612289,4,2,115.680115,-14.31988525
28684892,Sweet Tribeca Studio w/ Great views + Indoor pool by Blueground,107434423,Blueground,Manhattan,Tribeca,40.71618,-74.00608,home/apt,282,30,0,,0,232,244,592,0,5,5.645446898,0,3.433987204,0,30,279.8828,-2.1171875
14465415,Forest Hills,88681982,"Nykaz, Llc",Queens,Forest Hills,40.73269,-73.85284,home/apt,165,2,37,21-06-2019,1.08,1,86,518,0,4,5.111987788,3.63758616,1.098612289,37,2,165.70181,0.701812744
30925627,Sweet 2 BR sublet in Brooklyn,41191579,Maura,Brooklyn,Crown Heights,40.66856,-73.93937,home/apt,88,30,1,31-03-2019,0.3,3,34,547,,1,4.48863637,0.693147181,3.433987204,1,30,84.41809,-3.58190918
24528199,Global Beat Apartment Hideaway in Manhattan,3464645,Sybilla Michelle,Manhattan,Chelsea,40.74732,-73.9999,home/apt,400,2,0,,0,3,0,823,2,8,5.993961427,0,1.098612289,0,2,393.04092,-6.959075928
30013315,New Bedroom in a nice apartment,19797950,Shepherd,Brooklyn,Gowanus,40.66736,-73.99467,Private room,53,1,0,,0,3,317,210,1,1,3.988984047,0,0.693147181,0,1,53.391983,0.391983032
16757480,Cozy Brooklyn Apartment,111208718,Morgan,Brooklyn,Bedford-Stuyvesant,40.6896,-73.9326,Private room,37,1,1,20-01-2017,0.03,1,0,212,1,1,3.63758616,0.693147181,0.693147181,1,1,50.4862,13.48619843
7247763,Master bedroom in artsy Bushwick,2483508,Sarah,Brooklyn,Bushwick,40.70464,-73.91596,Private room,44,5,1,27-07-2015,0.02,1,0,240,1,1,3.80666249,0.693147181,1.791759469,1,5,47.765087,3.765087128
28688612,Upper west side room,133762456,Gloria,Manhattan,Upper West Side,40.78588,-73.97117,Private room,200,4,0,,0,1,365,262,1,5,5.303304908,0,1.609437912,0,4,199.64325,-0.356750488
34330817,"Bright, Sunny and Budget friendly rental",240239465,Okhela,Queens,St. Albans,40.70099,-73.75497,Private room,40,2,0,,0,2,84,249,1,1,3.713572067,0,1.098612289,0,2,65.915085,25.91508484
21851586,Experiencing NYC with Comforts of Home,158757567,Felix,Brooklyn,Park Slope,40.6749,-73.97593,home/apt,400,3,42,18-06-2019,2.22,1,46,1485,3,8,5.993961427,3.761200116,1.386294361,42,3,406.3653,6.36529541
1327775,Luxury 1BR w/ Rooftop,7205838,Erik,Queens,Long Island City,40.76592,-73.93428,home/apt,120,3,2,29-05-2016,0.05,1,0,373,0,2,4.795790546,1.098612289,1.386294361,2,3,120.85887,0.85887146
20934056,"Beautiful, spacious apartment in Brooklyn",140293912,Awilda,Brooklyn,Kensington,40.64674,-73.97947,Private room,137,3,5,02-01-2019,0.23,3,0,137,1,1,4.927253685,1.791759469,1.386294361,5,3,52.44581,-84.55419159
36108534,Luxury 1 bed in UWS Finest Building with Gym #6109,116305897,Laura,Manhattan,Upper West Side,40.78935,-73.97389,home/apt,180,30,0,,0,9,311,1197,2,3,5.198497031,0,3.433987204,0,30,176.93536,-3.06463623
10088636,"2 Twin beds, 2 guests - Manhattan, Upper West Side",216227,Victor,Manhattan,Harlem,40.82232,-73.95696,Private room,60,1,219,23-06-2019,5.95,3,280,91,1,1,4.110873864,5.393627546,0.693147181,219,1,60.743324,0.74332428
15356673,WILLIAMSBURG AUTHENTIC ARTIST LOFT,1407676,Jessica,Brooklyn,Williamsburg,40.71727,-73.95753,Private room,110,1,102,17-06-2019,3.13,4,267,112,1,2,4.709530201,4.634728988,0.693147181,102,1,108.24698,-1.75302124
746088,Little Italy gem Center of it all!,1483464,Robert,Manhattan,Little Italy,40.71955,-73.99706,home/apt,199,3,219,16-06-2019,2.68,1,212,1456,4,4,5.298317367,5.393627546,1.386294361,219,3,198.12132,-0.878677368
20257840,Elegant Oasis in the Upper East Side,60293337,Melissa,Manhattan,Upper East Side,40.77667,-73.95335,Private room,120,1,89,30-06-2019,3.92,1,149,270,1,3,4.795790546,4.49980967,0.693147181,89,1,117.07059,-2.929412842
13698789,Room Overlooking Hudson River in a Big Apartment,57123462,Sava,Manhattan,Harlem,40.82717,-73.95249,Private room,57,5,4,24-05-2017,0.11,1,0,222,1,1,4.060443011,1.609437912,1.791759469,4,5,55.17932,-1.820678711
32042717,Home Sweet Home,65786143,Lisa,Brooklyn,Williamsburg,40.70572,-73.94501,Private room,90,2,11,02-07-2019,2.92,1,83,247,1,1,4.510859507,2.48490665,1.098612289,11,2,78.368355,-11.6316452
16646872,Charming 2BR with Backyard (15 Mins to Manhattan!),107022433,Nikita,Brooklyn,Bedford-Stuyvesant,40.68403,-73.93088,home/apt,169,2,54,21-06-2019,1.92,3,259,1911,4,4,5.135798437,4.007333185,1.098612289,54,2,164.55295,-4.447052002
35446198,COMFORTABLE PRIVATE ROOM in Williamsburg,8119817,Mila,Brooklyn,Williamsburg,40.71601,-73.9413,Private room,80,1,1,30-06-2019,1,2,23,,1,3,4.394449155,0.693147181,0.693147181,1,1,81.47743,1.477432251
34413436,"Bed only ladys, near LaGuardia & Manhattan",223087887,Jess & Ana,Queens,Corona,40.74262,-73.86674,Shared room,25,1,12,07-07-2019,6,8,351,278,1,1,3.258096538,2.564949357,0.693147181,12,1,25.337763,0.337762833
20641332,COZY L.E.S APARTMENT,108894035,Danny,Manhattan,Lower East Side,40.72008,-73.98786,home/apt,139,5,12,28-04-2019,0.56,1,25,476,0,1,4.941642423,2.564949357,1.791759469,12,5,137.08301,-1.916992187
20111383,Cozy comfortable Apartment Share with Sleeper Sofa,18547000,Rusty,Queens,Astoria,40.77037,-73.92417,Shared room,60,3,28,07-07-2019,2.26,1,248,254,1,1,4.110873864,3.36729583,1.386294361,28,3,39.253284,-20.74671555
23377365,East Village Location to Experience Manhattan,11274299,Andrew,Manhattan,East Village,40.72603,-73.98469,Private room,149,2,5,30-03-2018,0.3,2,0,105,1,3,5.010635294,1.791759469,1.098612289,5,2,136.88957,-12.11042786
19439956,LUXURY APARTMENT 5 MIN TO LGA 20 TO JFK,136300414,Gonzalo,Queens,East Elmhurst,40.75765,-73.89725,home/apt,250,1,62,01-07-2019,3.01,1,336,500,0,5,5.525452939,4.143134726,0.693147181,62,1,243.22858,-6.77142334
30938769,Bright 1 Bedroom / Columbia & Morningside Heights,88774551,Megan,Manhattan,Morningside Heights,40.81325,-73.96122,home/apt,80,3,1,20-12-2018,0.15,1,0,2003,4,3,4.394449155,0.693147181,1.386294361,1,3,88.02272,8.022720337
21579960,"Comfy, spacious room- Astoria.",9956828,Nick,Queens,Astoria,40.76168,-73.91976,Private room,55,3,2,16-12-2017,0.1,1,0,217,1,1,4.025351691,1.098612289,1.386294361,2,3,52.80029,-2.199710846
4978214,The Golden Room,3737351,Lawrence,Brooklyn,Canarsie,40.64027,-73.91751,Private room,45,4,33,11-06-2019,0.66,1,323,255,1,1,3.828641396,3.526360525,1.609437912,33,4,45.349113,0.349113464
22321716,"Entire Apart, Close to Airport 15 min to Manhattan",163189326,Pema,Queens,Jackson Heights,40.75439,-73.89532,home/apt,105,1,64,21-06-2019,3.6,1,314,1193,2,2,4.663439094,4.17438727,0.693147181,64,1,105.083145,0.083145142
3882466,5132- Huge Studio! SWIMMING POOL,16098958,Jeremy & Laura,Manhattan,Upper West Side,40.79563,-73.9664,home/apt,168,30,4,31-03-2019,0.16,96,283,1589,3,4,5.129898715,1.609437912,3.433987204,4,30,165.97125,-2.028747559
16468001,Charming Upper West Private Floor,49208451,Alix,Manhattan,Upper West Side,40.7819,-73.98367,Private room,200,1,2,29-12-2016,0.06,1,0,150,1,5,5.303304908,1.098612289,0.693147181,2,1,197.75166,-2.248336792
35371155,1 bedroom for 2 in a stunning Manhattan apartment,12833650,Georges,Manhattan,Murray Hill,40.7485,-73.97419,Private room,150,4,0,,0,1,46,254,1,4,5.017279837,0,1.609437912,0,4,171.78238,21.78237915
31669844,Studio in lovely Astoria,46324691,Eva,Queens,Astoria,40.77026,-73.92574,home/apt,125,7,2,03-04-2019,0.58,1,0,1648,3,1,4.836281907,1.098612289,2.079441542,2,7,118.36881,-6.631187439
2164631,Exclusive Upper East Side Studio,2090668,Ellen,Manhattan,Upper East Side,40.77464,-73.95226,home/apt,99,1,0,,0,1,0,1406,3,3,4.605170186,0,0.693147181,0,1,116.45649,17.45648956
21995927,Spacious Chic UES 1Br by Central Park,4683188,Emily,Manhattan,Upper East Side,40.77885,-73.95756,home/apt,250,5,0,,0,1,0,403,0,3,5.525452939,0,1.791759469,0,5,227.31496,-22.68504333
19924521,Artist Loft in Prime trendy East Williamsburg!,53710434,Luisa,Brooklyn,Bushwick,40.70208,-73.93258,home/apt,85,5,2,21-05-2019,0.32,1,49,800,1,3,4.454347296,1.098612289,1.791759469,2,5,93.05521,8.055206299
4640515,"Small, Cozy, Clean and Modern private room!",23355801,Andrey,Manhattan,Harlem,40.8257,-73.93786,Private room,65,1,40,25-06-2019,2.88,1,45,98,1,1,4.189654742,3.713572067,0.693147181,40,1,67.15383,2.153831482
8986585,Williamsburg Two Bedroom/Two Bath,46946480,Danielle,Brooklyn,Williamsburg,40.71223,-73.94864,home/apt,275,3,51,03-12-2017,1.14,1,0,622,0,5,5.620400866,3.951243719,1.386294361,51,3,257.4017,-17.59829712
6336738,Bklyn Brownstone 2Bedroom Apartment w/Office Space,32992675,Hollie,Brooklyn,Bedford-Stuyvesant,40.68351,-73.93224,home/apt,125,3,90,23-06-2019,1.88,1,155,495,0,2,4.836281907,4.510859507,1.386294361,90,3,123.428696,-1.571304321
35354079,Cozy and luxurious apt in heart of Upper East Side,50484258,Daniel,Manhattan,Upper East Side,40.76299,-73.961,home/apt,290,1,0,,0,1,0,371,,5,5.673323267,0,0.693147181,0,1,261.07986,-28.9201355
13877683,"Perfect Private Garden Apartment, 2 blox to subway",57994,Martin & Hande,Brooklyn,Bedford-Stuyvesant,40.68082,-73.91128,home/apt,99,2,142,07-07-2019,3.94,1,57,692,1,3,4.605170186,4.96284463,1.098612289,142,2,100.60515,1.605148315
34124949,"Apartment for rent in EV, ten min from WSP",257668187,Noah,Manhattan,East Village,40.72754,-73.99025,Private room,63,30,1,15-05-2019,0.55,1,18,303,1,1,4.158883083,0.693147181,3.433987204,1,30,68.42091,5.420913696
29796861,Our home sweet home,8344401,Alejandro,Brooklyn,Bedford-Stuyvesant,40.69331,-73.94918,home/apt,185,1,4,26-06-2019,4,1,3,2346,,4,5.225746674,1.609437912,0.693147181,4,1,193.87929,8.87928772
28243109,Peaceful Oasis in the heart of SOHO,615025,Kimberlee,Manhattan,SoHo,40.72387,-74.00423,home/apt,249,3,1,22-10-2018,0.12,1,363,881,2,5,5.521460918,0.693147181,1.386294361,1,3,242.44585,-6.554153442
6000785,Charming 1BR Bed-Stuy Garden Apt,31150792,Micah,Brooklyn,Bushwick,40.69709,-73.93538,home/apt,100,2,143,18-05-2019,3.41,1,0,1075,2,2,4.615120517,4.9698133,1.098612289,143,2,104.7176,4.717597961
12487909,旅途中的家,66574216,Mabel,Queens,Flushing,40.76564,-73.82043,Private room,65,1,122,24-06-2019,3.16,1,86,90,1,1,4.189654742,4.812184355,0.693147181,122,1,63.798363,-1.201637268
