id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,amenities,square_feet,bedrooms
30369652,Central Park Loft,93717558,Abe,Manhattan,Upper West Side,40.78687,-73.97189,Entire home/apt,175,2,17,2019-06-20,2.64,1,27,"{""Air conditioning"", ""Refrigerator"", ""Heating"", ""Microwave""}",775.0,1.0
18414310,Cozy Room Easy Access To Manhattan - Room #3,72603148,Faye,Staten Island,Stapleton,40.6348,-74.07734,Private room,65,1,37,2019-04-15,1.41,3,356,"{""Air conditioning""}",123.0,1.0
13117282,Cheerful & Practical Garden Apartment Near Subway,2988712,Sasha,Bronx,Claremont Village,40.83458,-73.91021,Entire home/apt,57,90,11,2019-05-10,0.31,7,68,"{""Wifi""}",525.0,0.0
22651509,Cozy New York Apartment,166818540,Shannon R,Manhattan,Chelsea,40.73991,-74.00211,Entire home/apt,115,1,2,2018-10-11,0.11,1,0,"{""Washer"", ""Kitchen"", ""Microwave""}",,4.0
19891482,Cozy The East Village 1BD,2574881,Emma,Manhattan,East Village,40.72225,-73.98206,Entire home/apt,150,3,6,2018-10-08,0.28,1,0,"{""Kitchen"", ""Air conditioning"", ""Refrigerator""}",437.0,0.0
5188840,Home 4 Medical Professionals-St John's Episcopal 2,26377263,Stat,Queens,Far Rockaway,40.59642,-73.75606,Private room,38,6,5,2017-12-02,0.11,43,313,"{""Wifi""}",227.0,1.0
24227739,NYC experience,43463232,Carlos,Brooklyn,Bushwick,40.69355,-73.91829,Private room,100,7,7,2018-08-22,0.5,2,365,"{""Air conditioning"", ""Microwave"", ""Heating""}",134.0,1.0
33989972,MONTAUK HEIGHTS,152503673,Idemudia,Brooklyn,East New York,40.67562,-73.87763,Entire home/apt,89,3,11,2019-07-01,4.58,1,13,"{""Kitchen"", ""Hot water""}",835.0,1.0
19038815,"1 Block from Subway, Central Location, Great Price",131976173,Mira,Brooklyn,Bedford-Stuyvesant,40.69144,-73.956,Private room,85,1,177,2019-06-24,7.05,3,49,"{""Washer"", ""Kitchen"", ""Air conditioning""}",310.0,1.0
33429269,Big Room space in Harlem,22222260,Simone,Manhattan,Harlem,40.81824,-73.93832,Private room,81,4,4,2019-05-24,1.3,2,291,"{""Microwave""}",214.0,1.0
9939029,"Bright and Cozy Studio, Park Slope!",5417308,Tamara,Brooklyn,South Slope,40.66557,-73.97896,Entire home/apt,86,30,1,2016-02-21,0.02,1,0,"{""Heating""}",946.0,2.0
11008081,Cozy Europa,57122538,Balla,Manhattan,Harlem,40.82564,-73.94143,Private room,60,1,6,2019-07-02,2.43,1,83,"{""Wifi""}",230.0,1.0
21356649,"$60NYC Private Room Near J, M, And G Train",145214508,Yonette,Brooklyn,Bedford-Stuyvesant,40.69369,-73.94214,Private room,60,3,0,,,2,89,"{""Refrigerator""}",,1.0
28096650,Small Bedroom in Beautiful Duplex,212232139,Andrea,Brooklyn,Bedford-Stuyvesant,40.67812,-73.9168,Private room,30,3,7,2019-06-27,0.68,1,2,"{""Wifi""}",237.0,1.0
35703509,Luxury;Threes Company's Shared Room,175730239,Baboucarr,Queens,Sunnyside,40.74083,-73.92821,Shared room,30,3,0,,,12,360,"{""Air conditioning""}",236.0,1.0
9826628,"Cozy Room, Huge Yard, Trendy Brooklyn",820010,Liubov,Brooklyn,Bedford-Stuyvesant,40.6913,-73.9406,Private room,60,1,113,2019-06-27,2.66,3,332,"{""Heating""}",237.0,1.0
15423731,Historic and Quiet 2 Bedroom w Backyard,48804458,Andrew,Queens,Ridgewood,40.70349,-73.8994,Entire home/apt,94,6,96,2019-06-28,2.96,2,48,"{""Air conditioning""}",1363.0,2.0
13959891,"Best Location - Modern 1 BR, very quiet",61391963,Corporate Housing,Manhattan,Upper East Side,40.77148,-73.96111,Entire home/apt,125,30,7,2019-06-30,0.21,91,157,"{""Washer"", ""Refrigerator""}",437.0,0.0
35466745,Elegant 2bdrm apt in the Center of NYC,265617965,Yan,Manhattan,Flatiron District,40.74032,-73.98801,Entire home/apt,300,3,4,2019-07-01,4.0,1,161,"{""Microwave"", ""Wifi"", ""Kitchen"", ""Heating"", ""Hot water"", ""Air conditioning"", ""Refrigerator"", ""Washer""}",675.0,1.0
4678514,Cozy 1BR in the heart of Harlem,23939128,Mariela,Manhattan,Harlem,40.8136,-73.94999,Entire home/apt,80,5,5,2017-11-23,0.1,1,0,"{""Washer""}",1864.0,3.0
25590851,Cozy  master bedroom  in HK:  LGBT FRIENDLY.,35342651,David,Manhattan,Hell's Kitchen,40.76633,-73.98325,Private room,100,14,1,2018-06-30,0.08,1,0,"{""Kitchen"", ""Washer""}",157.0,1.0
3111416,Charming and Artsy LES 1-Bedroom ,3765042,Grant,Manhattan,Lower East Side,40.71848,-73.98159,Entire home/apt,124,28,13,2018-01-12,0.21,1,38,"{""Wifi""}",848.0,2.0
21813560,"Private Room in Sunny, Spacious 3 Bdrm Apartment",19138757,Helen,Brooklyn,Crown Heights,40.67517,-73.9564,Private room,60,3,4,2018-09-30,0.22,1,302,"{""Air conditioning""}",241.0,
34753028,Single room (2),255641440,Li,Queens,Flushing,40.76108,-73.80736,Private room,32,1,3,2019-05-26,1.76,7,285,"{""Refrigerator""}",224.0,1.0
31283904,Central & Homey East Village One Bedroom,230061564,Jason & Becca,Manhattan,East Village,40.72846,-73.98457,Entire home/apt,399,1,10,2019-06-30,1.67,1,332,"{""Refrigerator"", ""Air conditioning"", ""Wifi"", ""Heating"", ""Hot water"", ""Kitchen"", ""Microwave"", ""Washer""}",1204.0,2.0
34227232,Very quiet two twin beds room 温馨双单人床小屋,140630987,Jiali,Queens,Flushing,40.76089,-73.8142,Private room,70,1,7,2019-07-07,3.18,6,326,"{""Microwave""}",318.0,1.0
9393127,LUXURY SUNLIT place in the EAST VILLAGE!,47730499,Katherine,Manhattan,East Village,40.72161,-73.98013,Entire home/apt,200,1,52,2019-06-30,1.2,1,74,"{""Air conditioning"", ""Refrigerator"", ""Kitchen"", ""Heating""}",343.0,0.0
35467947,Harmonious Bright Bedroom,4107600,Valentina,Brooklyn,Bushwick,40.70385,-73.91694,Private room,55,2,0,,,3,314,"{""Kitchen""}",131.0,1.0
752202,"Historic Mansion, Comfortable Room",3955766,Emily,Brooklyn,Bedford-Stuyvesant,40.67968,-73.94715,Private room,100,1,113,2018-08-27,1.43,1,0,"{""Refrigerator"", ""Washer"", ""Wifi""}",149.0,1.0
11909308,SoHo Studio on Spring Street,4392739,René,Manhattan,SoHo,40.72671,-74.01035,Entire home/apt,290,2,69,2019-06-08,1.73,1,99,"{""Heating"", ""Microwave"", ""Kitchen"", ""Refrigerator""}",679.0,1.0
19997686,Brand New Williamsburg Room!,14757938,Georgie,Brooklyn,Greenpoint,40.72612,-73.95419,Private room,65,1,0,,,1,0,"{""Washer""}",118.0,1.0
4016069,1C.  Private  Rm in Guesthouse Manhattan,7831209,Bobi,Manhattan,East Harlem,40.80732,-73.93775,Private room,55,1,163,2019-05-14,2.76,10,359,"{""Refrigerator""}",297.0,1.0
26897821,River front Brand New upper East side apt,111816745,Dami,Manhattan,Upper East Side,40.77076,-73.94757,Entire home/apt,125,2,8,2019-04-23,1.02,1,1,"{""Refrigerator"", ""Microwave""}",852.0,1.0
20989220,Lovely Young Apt    Close to JFK & LGA,151073194,Thomas,Queens,Flushing,40.72662,-73.80086,Entire home/apt,99,2,95,2019-07-08,4.34,1,305,"{""Washer"", ""Wifi"", ""Kitchen""}",1823.0,4.0
17666300,Ultimate 50th Floor Downtown Penthouse  - 4000SqFt,120250860,Diana,Manhattan,SoHo,40.72318,-74.00223,Entire home/apt,2250,2,21,2019-07-01,0.74,2,343,"{""Heating"", ""Microwave"", ""Hot water"", ""Air conditioning"", ""Washer"", ""Wifi"", ""Refrigerator""}",1080.0,2.0
9944013,Large bedroom in chinatown,50615055,Daniel,Manhattan,Chinatown,40.71521,-73.99606,Private room,91,1,1,2016-01-03,0.02,1,0,"{""Air conditioning""}",223.0,1.0
30687126,Cheap good double bed in living room-30min to Man,15872352,Sifan,Queens,Rego Park,40.72942,-73.86551,Shared room,34,1,12,2019-06-30,1.86,2,51,"{""Refrigerator""}",102.0,1.0
31069988,Beautiful Apartment on the Upper West Side,17494958,Katy,Manhattan,Upper West Side,40.77391,-73.98874,Entire home/apt,200,3,0,,,3,0,"{""Wifi"", ""Heating"", ""Air conditioning"", ""Washer""}",1014.0,2.0
21945851,Spacious Room for Rent!,50522860,Nora,Manhattan,Inwood,40.86144,-73.92423,Private room,40,1,2,2018-01-01,0.1,1,0,"{""Heating""}",215.0,1.0
22409448,Premier Garden Suite near Columbia University,9470468,Zeleke,Manhattan,Harlem,40.80815,-73.95399,Entire home/apt,120,3,20,2019-07-05,4.96,1,55,"{""Microwave"", ""Air conditioning""}",1230.0,2.0
26137457,Brooklyn Oasis 20 Min to Manhattan,1004883,Marisha,Brooklyn,Bushwick,40.69107,-73.90604,Private room,60,4,5,2019-06-28,0.45,2,364,"{""Wifi""}",301.0,1.0
9880294,Bohemian Bushwick Loft,2569188,Ana,Brooklyn,Bushwick,40.70021,-73.94081,Private room,49,1,2,2015-12-26,0.05,1,0,"{""Hot water""}",302.0,1.0
9616453,Room next to Columbia University,49753169,Juan Luis,Manhattan,Morningside Heights,40.80838,-73.95995,Private room,75,2,1,2016-01-06,0.02,1,0,"{""Heating""}",162.0,1.0
15042361,Airports Sleep Inn,57023844,Karlene,Queens,Jamaica,40.6871,-73.77887,Private room,68,3,16,2019-01-03,0.47,2,359,"{""Heating""}",115.0,1.0
18342727,Comfy and Quiet Private Room in Brooklyn,33870377,Muath,Brooklyn,Bushwick,40.69432,-73.92035,Private room,199,4,2,2017-05-07,0.07,1,179,"{""Hot water"", ""Air conditioning"", ""Refrigerator"", ""Microwave"", ""Kitchen""}",123.0,1.0
940116,Bright Room in Historic Brownstone,1650330,Chandle,Brooklyn,Sunset Park,40.64942,-74.00749,Private room,53,5,39,2019-04-28,0.52,2,282,"{""Washer""}",,1.0
32893084,Room in Crown Heights Apt,244096292,Rafael,Brooklyn,Prospect-Lefferts Gardens,40.65813,-73.95788,Private room,400,1,0,,,1,0,"{""Air conditioning"", ""Wifi"", ""Kitchen"", ""Washer"", ""Refrigerator"", ""Heating"", ""Microwave""}",162.0,1.0
9365502,Cozy 1 bdrm Chelsea/Meatpacking,3843401,Chanel,Manhattan,Chelsea,40.74097,-73.99953,Entire home/apt,150,1,1,2015-11-17,0.02,1,0,"{""Wifi"", ""Kitchen"", ""Hot water""}",859.0,1.0
15842191,Cozy room in the heart of Park Slope.,18240752,Vadzim,Brooklyn,Park Slope,40.67538,-73.98117,Private room,47,2,7,2017-05-01,0.26,1,0,"{""Refrigerator""}",195.0,1.0
20970437,★Luminous and vivid room in NYC★,119828457,Marlice,Brooklyn,Bushwick,40.6871,-73.90546,Private room,110,3,26,2019-06-23,1.21,4,347,"{""Kitchen""}",155.0,1.0
35268573,Kihazi 001,19303369,Hiroki,Queens,Woodside,40.74283,-73.90303,Private room,43,30,0,,,37,0,"{""Heating""}",142.0,
6792888,ONE BR SUNNY APT-15 MIN FROM TIMESQ,35340889,Uros,Queens,Sunnyside,40.74589,-73.91956,Entire home/apt,89,5,4,2015-10-09,0.09,1,0,"{""Heating"", ""Refrigerator"", ""Kitchen""}",979.0,2.0
34180443,"BRIGHT, chic, Huge room with PRIVATE BATHROOM",44260443,Bah,Brooklyn,Bedford-Stuyvesant,40.68268,-73.93055,Private room,75,1,12,2019-06-29,5.37,1,60,"{""Washer"", ""Microwave""}",177.0,1.0
9611372,Bright space in beautiful area,5238157,Jessica,Brooklyn,Carroll Gardens,40.68002,-73.99626,Entire home/apt,125,1,5,2016-09-05,0.12,1,0,"{""Wifi"", ""Washer""}",807.0,1.0
27546818,Staying Good location to close US OPEN,142289373,Ellen,Queens,Flushing,40.75361,-73.82014,Entire home/apt,450,3,0,,,1,0,"{""Microwave"", ""Washer"", ""Hot water"", ""Kitchen"", ""Refrigerator"", ""Wifi""}",1371.0,2.0
32661875,TIMES SQUARE PRIVATE YARD 4 GUEST APARTMENT,75011143,Ryan,Manhattan,Hell's Kitchen,40.76125,-73.98849,Entire home/apt,125,3,9,2019-06-15,2.13,1,191,"{""Microwave"", ""Refrigerator""}",851.0,1.0
19758402,CITY ISLAND VACATION HOME NEAR THE BEACH,139415761,Deb,Bronx,City Island,40.85306,-73.78948,Entire home/apt,85,2,42,2019-07-06,1.76,1,168,"{""Washer""}",580.0,0.0
20382522,"Apartment in Harlem on 145th St, next to 3 train.",13246721,Jay,Manhattan,Harlem,40.8216,-73.93679,Private room,86,1,1,2017-12-02,0.05,1,0,"{""Kitchen"", ""Refrigerator"", ""Hot water""}",221.0,1.0
25895122,Beautifully decorated duplex with an amazing yard!,4580765,Grace,Brooklyn,Crown Heights,40.67367,-73.9223,Entire home/apt,300,3,33,2019-07-07,2.56,1,292,"{""Refrigerator"", ""Air conditioning"", ""Wifi"", ""Washer"", ""Heating"", ""Kitchen"", ""Microwave"", ""Hot water""}",988.0,2.0
29415474,Bed-Stuy/Clinton Hill  Sunny Brooklyn Apartment,3585637,Lucienne,Brooklyn,Bedford-Stuyvesant,40.68071,-73.95761,Entire home/apt,160,30,0,,,1,281,"{""Heating"", ""Hot water"", ""Wifi""}",,0.0
31626920,Quiet Place at Manhattan Midtown West,50339845,Jitabella,Manhattan,Upper West Side,40.7733,-73.98913,Private room,50,1,3,2019-02-06,0.53,1,0,"{""Heating""}",218.0,1.0
4973452,Canal Street bedroom ,693815,Jimmy,Manhattan,Chinatown,40.71652,-73.99801,Private room,75,1,0,,,1,0,"{""Refrigerator"", ""Kitchen""}",286.0,1.0
15468765,Quiet & Spacious Brooklyn Apt for Cat-Lovers,12063606,Nicole,Brooklyn,Crown Heights,40.67747,-73.9466,Entire home/apt,90,9,7,2019-05-12,0.54,1,0,"{""Heating""}",776.0,1.0
13355833,Private Room in Williamsburg,5628991,Christian,Brooklyn,Williamsburg,40.7194,-73.96262,Private room,85,3,0,,,1,0,"{""Wifi"", ""Microwave"", ""Hot water""}",289.0,1.0
13083988,Private Bedroom/Bath in Luxury Greenpoint Condo,154956,Katie,Brooklyn,Greenpoint,40.73443,-73.95678,Private room,90,7,2,2016-08-14,0.05,1,47,"{""Air conditioning""}",163.0,1.0
36468880,Private room in a nice Brooklyn apartment,274195458,Abayomi,Brooklyn,Bushwick,40.69308,-73.91025,Private room,130,1,0,,,1,83,"{""Air conditioning"", ""Kitchen"", ""Refrigerator""}",246.0,1.0
18894445,Practical & Affordable Flat on Subway to Manhattan,2988712,Sasha,Bronx,Mount Hope,40.85152,-73.90374,Entire home/apt,48,90,2,2018-11-30,0.16,7,93,"{""Heating""}",,1.0
20600247,EXTRAVAGANT RESORT In the ❤️ of Midtown 45 Resort,64065593,ResortShare5,Manhattan,Midtown,40.753,-73.97364,Private room,252,2,3,2018-10-20,0.16,13,327,"{""Refrigerator"", ""Microwave"", ""Hot water"", ""Wifi""}",146.0,1.0
30775624,Private cozy room in a modern artsy apartment,20587499,Edward,Manhattan,Washington Heights,40.83701,-73.94577,Private room,65,1,13,2019-05-26,1.99,1,0,"{""Kitchen""}",171.0,1.0
14387471,Homey & Vivacious Brooklyn Bedroom,40070700,Kristin,Brooklyn,Bedford-Stuyvesant,40.69742,-73.94775,Private room,45,8,4,2017-05-01,0.11,1,0,"{""Wifi""}",297.0,
22777530,Private bedroom in Gorgeous Brooklyn Apartment!,160054295,Cesar,Brooklyn,Crown Heights,40.67582,-73.94054,Private room,47,1,5,2019-01-02,0.53,1,0,"{""Kitchen""}",136.0,1.0
20176653,"Light, airy, and spacious bedroom in Bushwick.",143631031,William,Brooklyn,Bushwick,40.70135,-73.92402,Private room,50,2,31,2018-06-25,1.34,1,0,"{""Wifi""}",187.0,1.0
32101427,"Premier room in Downtown NY, Two Bridges,Chinatown",240134265,Sam,Manhattan,Two Bridges,40.71208,-73.9941,Private room,93,1,28,2019-05-30,5.53,3,359,"{""Kitchen"", ""Microwave""}",224.0,1.0
6717544,Relaxing Home for your NY Trip,35174506,Michelle,Brooklyn,Bensonhurst,40.61625,-73.9916,Private room,50,2,9,2019-06-23,1.41,1,81,"{""Hot water""}",153.0,1.0
21646320,PRIVATE ROOM with OWN BATHROOM in Astoria Apt,68267774,Jeannie,Queens,Astoria,40.75819,-73.92687,Private room,47,30,1,2017-12-31,0.05,1,90,"{""Refrigerator""}",254.0,1.0
3462975,Boutique Loft Condo In West Village,17159358,Richard,Manhattan,West Village,40.73476,-74.001,Entire home/apt,289,1,7,2015-09-24,0.12,1,0,"{""Washer"", ""Refrigerator"", ""Hot water"", ""Wifi""}",1340.0,2.0
21933777,Industrial Queen Studio Room In Gowanus Inn,159091490,Melissa,Brooklyn,Gowanus,40.67773,-73.98312,Private room,129,1,13,2019-07-06,0.67,17,361,"{""Hot water""}",75.0,
35613104,Queen Bed Artist Apt by Bushwick w/ Piano & Guitar,251969263,Eunice,Queens,Ridgewood,40.70022,-73.89597,Private room,54,1,0,,,2,29,"{""Washer""}",188.0,1.0
18876659,Private House Near Bay and Coney Island Park,131530792,Anton,Brooklyn,Sheepshead Bay,40.59019,-73.96123,Entire home/apt,105,2,22,2018-09-30,0.87,1,0,"{""Refrigerator"", ""Hot water""}",966.0,2.0
2586484,Large Private Room,6970030,Wendy,Manhattan,Harlem,40.80546,-73.95221,Private room,85,3,51,2019-06-22,1.27,1,66,"{""Wifi"", ""Heating"", ""Refrigerator""}",137.0,1.0
28270500,REGO PARK HOUSE NEXT TO ALL,67376966,Lucky,Queens,Rego Park,40.73095,-73.85706,Entire home/apt,268,2,2,2019-05-20,0.76,3,5,"{""Refrigerator"", ""Hot water"", ""Wifi"", ""Washer"", ""Air conditioning""}",1532.0,3.0
25127644,One- Bedroom Apartment in the heart of LES.,44887757,Ina,Manhattan,Lower East Side,40.71865,-73.98982,Entire home/apt,159,4,12,2019-06-24,0.89,1,31,"{""Kitchen"", ""Refrigerator"", ""Microwave""}",,1.0
34575860,Super Cute Studio with Amazing View of Manhattan,10469103,Jess,Queens,Long Island City,40.74664,-73.95522,Entire home/apt,220,10,3,2019-05-23,1.55,1,45,"{""Microwave"", ""Air conditioning"", ""Refrigerator"", ""Heating"", ""Washer""}",507.0,0.0
30359944,Gorgeous Room in a renovated Woodside townhouse!,137358866,Kazuya,Queens,Woodside,40.74958,-73.90011,Private room,42,30,1,2019-06-01,0.79,103,235,"{""Washer""}",298.0,1.0
29754544,"Comfortable- JFK,LGA Best Value",223846870,Shared Stay-JFK The Hugh Suite,Queens,Springfield Gardens,40.66102,-73.77035,Private room,50,1,57,2019-06-21,7.28,3,342,"{""Air conditioning""}",200.0,1.0
18671835,Private Room with Skyline View. Near LGA airport,129743937,Win,Queens,East Elmhurst,40.75885,-73.86959,Private room,44,1,141,2019-07-05,10.19,2,47,"{""Wifi""}",189.0,1.0
32342394,Convenient 2 bedroom apt near Times Sq. 1C,190921808,John,Manhattan,Hell's Kitchen,40.75393,-73.99667,Entire home/apt,500,3,2,2019-05-26,0.81,47,352,"{""Hot water"", ""Kitchen"", ""Wifi"", ""Microwave"", ""Air conditioning"", ""Heating"", ""Refrigerator""}",1518.0,3.0
33533601,Chic Blush Freesia,243489304,Jackie,Manhattan,Lower East Side,40.71629,-73.98862,Private room,99,4,15,2019-07-05,4.74,2,191,"{""Wifi""}",154.0,1.0
36032523,Awesome comfy 1st fl walk up across from subway,743321,Michael,Manhattan,Midtown,40.75747,-73.96892,Entire home/apt,125,7,0,,,1,34,"{""Washer"", ""Wifi""}",518.0,1.0
22131954,Lux Midtown apartment.,161671480,Louisa,Manhattan,Hell's Kitchen,40.76147,-73.99908,Private room,150,1,0,,,1,0,"{""Air conditioning"", ""Heating"", ""Kitchen"", ""Wifi"", ""Washer""}",252.0,1.0
20448558,Beautiful Sunny Apartment in Bay Ridge,145953481,A & H,Brooklyn,Bay Ridge,40.62985,-74.01738,Entire home/apt,120,2,7,2017-10-30,0.31,1,0,"{""Air conditioning"", ""Microwave"", ""Washer""}",731.0,1.0
811347,West Village 1-BR Gem - Great Price,4255199,Bryan,Manhattan,West Village,40.73713,-74.00232,Entire home/apt,240,7,7,2018-07-24,0.1,1,0,"{""Heating"", ""Washer"", ""Hot water"", ""Wifi""}",554.0,1.0
397034,New York City for All Seasons!,70234,Richelle,Manhattan,Upper West Side,40.7824,-73.98294,Private room,125,1,25,2013-06-22,0.28,1,311,"{""Kitchen""}",206.0,1.0
15241968,Wonderful Room in South Harlem near Central Park,79738498,Heroni,Manhattan,Harlem,40.8014,-73.95793,Private room,100,2,12,2017-05-28,0.36,1,0,"{""Air conditioning""}",120.0,1.0
7389120,Boutique apartment  by the Ocean,7365834,Alex,Brooklyn,Sheepshead Bay,40.58294,-73.95897,Entire home/apt,129,2,45,2019-06-23,0.93,5,256,"{""Microwave"", ""Hot water""}",743.0,1.0
35770530,"Spacious, Luxury Duplex with Outside Deck",37888781,Fran,Brooklyn,Bedford-Stuyvesant,40.67884,-73.92611,Entire home/apt,195,2,1,2019-06-17,1.0,1,71,"{""Heating"", ""Microwave"", ""Hot water""}",375.0,0.0
30945324,Luxurious Private Sunny LES Full Floor Loft - NYC,1121064,Julie,Manhattan,Lower East Side,40.71909,-73.99343,Entire home/apt,499,1,18,2019-06-30,2.83,1,356,"{""Air conditioning"", ""Refrigerator"", ""Wifi"", ""Kitchen"", ""Microwave"", ""Heating"", ""Washer""}",980.0,2.0
32795950,Spacious Room in Beautiful Private House,246717334,Denise,Staten Island,Mariners Harbor,40.6396,-74.1661,Private room,63,1,10,2019-06-29,2.65,1,179,"{""Kitchen""}",265.0,
9079335,Spacious Apartment in East Village,3724325,Anne-Laure,Manhattan,East Village,40.72162,-73.97923,Entire home/apt,185,2,4,2016-09-10,0.09,1,0,"{""Hot water"", ""Kitchen"", ""Washer""}",2077.0,4.0
17344027,Relaxing Stylish Room near Train and Attractions,42024722,Daniel,Manhattan,Chelsea,40.74462,-74.00139,Private room,103,5,77,2019-07-07,2.73,2,79,"{""Kitchen""}",179.0,1.0
5193916,Private room available in Dumbo Brooklyn,26867230,Kayla,Brooklyn,Fort Greene,40.69605,-73.98207,Private room,45,1,3,2016-07-15,0.08,2,0,"{""Hot water""}",106.0,1.0
6994259,Beautiful apartment in awesome Clinton Hill!,36673376,Xristina&Keith,Brooklyn,Bedford-Stuyvesant,40.69213,-73.95869,Entire home/apt,100,15,5,2019-05-20,0.26,1,24,"{""Refrigerator"", ""Wifi""}",2143.0,3.0
7742889,"Cozy, parkside room in Inwood",8692598,Jen,Manhattan,Inwood,40.86363,-73.93002,Private room,48,1,5,2015-09-27,0.11,1,0,"{""Kitchen""}",79.0,1.0
9276587,Convenient Hell's Kitchen 1br/2-4pp,2782391,Jeff,Manhattan,Hell's Kitchen,40.76639,-73.98727,Entire home/apt,150,3,12,2019-06-14,0.27,2,1,"{""Kitchen"", ""Hot water"", ""Heating"", ""Wifi"", ""Washer""}",398.0,0.0
30857450,Cozy bedroom in Bed-Stuy area!,93520536,Jessenia,Brooklyn,Bedford-Stuyvesant,40.68094,-73.9086,Private room,60,3,9,2019-06-29,1.43,1,20,"{""Wifi""}",210.0,1.0
33975580,McDonald,156850005,Sharon,Queens,Jackson Heights,40.75606,-73.87787,Private room,100,1,3,2019-06-30,1.73,2,350,"{""Hot water""}",,1.0
18902729,3Beds/Kitchen/wifi/US Open唐人街电梯公寓/厨卫/网快/美网赛事,80769114,Yoga,Queens,Flushing,40.75851,-73.8203,Entire home/apt,98,1,34,2019-06-20,1.38,1,55,"{""Microwave"", ""Refrigerator""}",504.0,0.0
3132960,Lovely Park Slope Pied a Terre,2472358,Craig,Brooklyn,Park Slope,40.67668,-73.97718,Entire home/apt,250,5,2,2018-12-31,0.21,1,0,"{""Refrigerator"", ""Kitchen"", ""Microwave"", ""Washer""}",588.0,1.0
21898732,Big room in East Village!,8177511,Fredrik,Manhattan,East Village,40.72648,-73.97904,Private room,55,7,0,,,1,0,"{""Air conditioning""}",242.0,1.0
1212319,Large room in Washington Heights,3166165,Karen,Manhattan,Washington Heights,40.85121,-73.93734,Private room,55,5,4,2016-08-19,0.07,1,218,"{""Air conditioning""}",176.0,1.0
28359529,"Characteristic ""New Yorker"" 2 bedroom apartment",214121850,Giorgio,Manhattan,Upper East Side,40.76615,-73.95662,Entire home/apt,300,5,8,2019-06-02,0.94,1,82,"{""Washer"", ""Wifi"", ""Microwave"", ""Refrigerator"", ""Hot water"", ""Air conditioning"", ""Heating"", ""Kitchen""}",327.0,0.0
9724452,Small cozy studio WashingtonHeights,45198805,Erika,Manhattan,Washington Heights,40.83288,-73.93821,Entire home/apt,70,1,0,,,1,0,"{""Air conditioning""}",2216.0,4.0
21970350,Large Room in 2 bedroom Williamsburg/Bushwick,861330,Joseph,Brooklyn,Williamsburg,40.70255,-73.94408,Private room,40,30,0,,,3,0,"{""Kitchen""}",304.0,1.0
30017757,Next to Central Park,2653479,Brian,Manhattan,Upper West Side,40.79505,-73.96382,Private room,90,2,2,2019-04-17,0.59,4,43,"{""Washer"", ""Wifi"", ""Air conditioning""}",192.0,1.0
33621795,Queen Room,257565053,The Redford,Manhattan,Lower East Side,40.7211,-73.9893,Private room,135,1,0,,,2,162,"{""Washer"", ""Air conditioning""}",281.0,1.0
21504532,Beautiful apartment direct in Midtown Manhattan,156246842,Sandra,Manhattan,Hell's Kitchen,40.76254,-73.98812,Private room,150,3,54,2019-06-22,2.67,3,24,"{""Air conditioning"", ""Hot water"", ""Heating"", ""Microwave""}",271.0,1.0
16202083,"Modern Room in a Cozy, Colorful Apartment",11073179,Sandra,Brooklyn,Prospect-Lefferts Gardens,40.66122,-73.94867,Private room,75,1,3,2019-02-23,0.1,1,0,"{""Wifi""}",175.0,1.0
13511359,visit nyc and live like a local,25750650,Bernadette,Manhattan,East Village,40.72152,-73.9838,Private room,109,4,25,2019-05-31,0.91,1,140,"{""Microwave""}",113.0,1.0
22446998,Cozy Brooklyn Room with Great Vibes,5425440,Janae,Brooklyn,Flatbush,40.64488,-73.96889,Private room,48,1,2,2018-01-16,0.11,1,0,"{""Heating""}",151.0,1.0
13667835,Beautiful cozy  apartment Upper East Side,79479983,Paula,Manhattan,Upper East Side,40.78137,-73.95176,Entire home/apt,150,2,1,2016-08-13,0.03,1,0,"{""Wifi"", ""Heating"", ""Washer"", ""Air conditioning"", ""Microwave""}",337.0,0.0
16558246,Cozy studio Upper East/Manhattan,109036773,Mila,Manhattan,Upper East Side,40.76794,-73.95712,Entire home/apt,220,8,15,2019-06-14,0.52,1,14,"{""Wifi"", ""Microwave"", ""Washer""}",895.0,1.0
21695365,"Affordable, safe & close to the City",129494490,Yuliya,Brooklyn,Crown Heights,40.6703,-73.93241,Private room,36,10,0,,,1,0,"{""Hot water""}",172.0,
35638944,☀Bright & sunny townhouse | Perfect for families ☀,154268909,Malik,Queens,Bellerose,40.74006,-73.7169,Entire home/apt,240,2,0,,,2,159,"{""Air conditioning"", ""Refrigerator"", ""Kitchen""}",865.0,
9879796,Modern 2 Bedroom by Memorial Sloan Kettering!,30283594,Kara,Manhattan,Upper East Side,40.76429,-73.95774,Entire home/apt,249,30,0,,,121,272,"{""Heating"", ""Hot water"", ""Refrigerator""}",1407.0,3.0
4792705,Elegant Quiet Spacious 2BD Brownstone Brooklyn NYC,3471761,Kevin & Yuan,Brooklyn,Bedford-Stuyvesant,40.68811,-73.92398,Entire home/apt,149,2,145,2019-07-02,2.62,2,305,"{""Washer""}",1055.0,2.0
